Label,Message
0,yes dont care cause know
0,youll never believe actually got taunton wow
0,gonna ask lol think
0,im viveki got call number
0,everything weather keep extra warm cold nothing serious pls lots vitamin
1,private 2003 account statement 07973788240 shows 800 unredeemed points call 08715203649 identifier code 40533 expires 311004
0,still tonight
0,ok pa nothing problem
0,abt making pics bigger
0,hellodrivby0quit edrunk sorry iff pthis makes senrddnot dancce drum basqihave fun 2nhite ros xxxxxxx
0,hi kate lovely see tonight ill phone tomorrow got sing guy gave card xxx
0,mum hope great day hoping text meets well full life great day abiola
0,hello news job making wait fifth week yeah im woozles weasels exeter still home
0,coughing nothing
0,wuld without baby thought alone mite break dont wanna go crazy everyboy needs lady xxxxxxxx
1,monthly password wap mobsicom 391784 use wap phone pc
0,oh ok prob
0,kkare college
0,ok problem get taxi ing tomorrow tuesday tuesday think going cinema
0,lol need cash nitros hurry come crash
0,still coming tonight
0,dude saw parked car sunroof popped sux
0,could read love answered
0,even friend priest call
0,unlimited texts limited minutes
0,dont want hear anything
0,oh dang didnt mean send lol
0,peteis phone still jenny college leannewhat
0,got back dislikes bed
1,1000 cash 2000 prize claim call09050000327 tc rstm sw7 3ss 150ppm
1,new message please call 08718738034
0,deam seeing online shop asked
0,dunno lei neva say
0,sorry guess whenever get hold connections maybe hour two ill text
1,call freephone 0800 542 0578
0,meeting rite ill go home lor dun feel like comin ok
0,prof passed papers sem congrats student enna kalaachutaarama prof gud mrng
0,thank like well
0,im snowboarding trip wondering planning get everyone together befor goa meet greet kind affair cheers
0,thats cool hell night lemme know youre around
0,good morning love go sleep wish great day full feeling better opportunity last thought babe love kiss
0,easy ahsen got selected means good
0,gonna blakes night might able get little early
1,heard u4 call night knickers make beg like last time 01223585236 xx luv nikiyu4net
0,need lar jus testing phone card dunno network gd thk waiting sis finish bathing bathe dun disturb liao cleaning ur room
0,im free
0,said anything wrong sorry de
0,course dont tease know simply must see grins keep posted prey loving smile devouring kiss
0,dun wan watch infernal affair
0,gone get info bt dont know
0,thats going ruin thesis
0,well might come
0,current food alone also
0,dude like buff wind
1,tried contact reply offer 750 mins 150 textand new video phone call 08002988890 reply free delivery tomorrow
0,new theory argument wins situation loses person dont argue ur friends kick amp say im always correct
1,ur cashbalance currently 500 pounds maximize ur cashin send go 86688 150pmsg cc 08718720201 hgsuite3422lands roww1j6hl
0,yup bathe liao
1,reminder o2 get 250 pounds free call credit details great offers pls reply text valid name house postcode
0,arms fine hows cardiff uni
0,got fujitsu ibm hp toshiba got lot model say
0,quite lor dun tell wait get complacent
0,dont look back building coat dont want get sick hurry home wear coat gym
0,kkany special today
0,dint come us
0,please attend phone
0,missed call cause yelling scrappy miss cant wait come home im lonely today
1,please call 08712402972 immediately urgent message waiting
0,okcome home vl nice meet chat
0,noe shes da car later lar im wearing shorts
0,hicts employee
0,hi jon pete ive bin spain recently hav sum dinero left bill said ur rents mayb interested hav 12000pes around £48 tb james
0,laid airtel line rest
0,cud tell ppl im gona bit l8 cos buses hav gon past cos full im still waitin pete
0,ugh got outta class
0,thanks understanding ive trying tell sura
0,yes glad made
0,way ive put skip right outside front house see house pull
0,dont know supports ass srt thnk think ps3 play usb
0,please give pick tuesday evening ok
0,ya tel wats ur problem
1,freemsg claim ur 250 sms messagestext ok 84025 nowuse web2mobile ur mates etc join txt250com 150pwk tc box139 la32wu 16 remove txtx stop
0,omg know ate
0,sorry uncle ill keep touch
0,going goodno problembut still need little experience understand american customer voice
0,yeah thats thought lemme know anythings goin later
0,datoday also forgot
0,first time everything
0,got things may pub later
1,sunshine hols claim ur med holiday send stamped self address envelope drinks us uk po box 113 bray wicklow eire quiz starts saturday unsub stop
0,crazy ar hes married like gd looking guys frens like say hes korean leonas fave dun thk aft thinking mayb prob ill go
1,come takes little time child afraid dark become teenager wants stay night
0,love ass enjoy doggy style
0,much better thanks lol
1,double mins txts 6months free bluetooth orange available sony nokia motorola phones call mobileupd8 08000839402 call2optoutn9dx
1,hi ya babe 4goten bout scammers getting smartthough regular vodafone respond get prem rate msgsubscription nos used also beware
0,little difficult simple way enter place
1,text meet someone sexy today find date even flirt join 10p reply name age eg sam 25 18 msg recdthirtyeight pence
1,urgent mobile number awarded £2000 prize guaranteed call 09058094454 land line claim 3030 valid 12hrs
0,womdarfull actor
0,luv soo much dont understand special ring 2morrow luv xxx
0,also sir sent email log usc payment portal ill send another message explain things back home great weekend
0,oh yes ive little weather ive kind coccooning home
0,tell said eat shit
0,even cant close eyes vava playing umma
0,yup ok thanx
0,ee msg na poortiyagi odalebeku hanumanji name 1hanuman 2bajarangabali 3maruti 4pavanaputra 5sankatmochan 6ramaduth 7mahaveer ee name ltgt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde dodda problum nalli siguviri idu matra ltgt true dont neglet
1,free 1st week entry textpod chance win 40gb ipod £250 cash every wk txt vpod 81303 tscs wwwtextpodnet custcare 08712405020
0,didnt get ur full msgsometext missing send
0,nope forgot show next week
0,valentine game send dis msg ur friends answers someone really loves ques colour suits best
1,weekly coolmob tones ready download weeks new tones include crazy frogaxel akonlonely black eyeddont info
0,didnt see shadow get early spring yay
0,okay soon best
0,want tell bad feel basically times text lately need drugs
0,dont anybodys number still havent thought tactful way ask alex
0,today iz yellow rose day love frndship give misscall amp send ur frndz amp see many miss calls get get 6missed marry ur lover
0,know god created gap fingers one made comes amp fills gaps holding hand love
0,ill sure get noon see whats
0,al moan thin goes wrong faultal de arguments faultfed himso bother hav 2go thanxxx
0,aint answerin phone actually pretty reasonable hour im sleepy
0,ok gentleman treat dignity respect
0,ill get tomorrow send
0,ugh gotta drive back sd la butt sore
0,ranjith cal drpd deeraj deepak 5min hold
0,holding
0,good morning im suffering fever dysentry able come office today
0,lol ok ill snatch purse
0,haha thinkin
1,win newest harry potter order phoenix book reply harry answer questions chance first among readers
0,symptoms love 1u like listening songs 2u get stopped see name beloved 3u wont get angry
0,know dat feelin pete wuld get em nuther place nuther time mayb
0,management puzzeles
1,mobile 11mths update free oranges latest colour camera mobiles unlimited weekend calls call mobile upd8 freefone 08000839402 2stoptxt
0,havent eaten day im sitting staring juicy pizza cant eat meds ruining life
0,fighting world easy either win lose bt fightng some1 close dificult lose lose win still lose
0,havent found way get another app phone eh go net cafe take job geeee need babe crave see
0,sign maturity start saying big things actually start understanding small things nice evening bslvyl
0,hows loverboy keeps coming queen hmmm doesnt ache speak miss desparately
0,bad girl lady
0,hello little party animal thought id buzz friends grins reminding loved send naughty adoring kiss
0,probably gonna swing wee bit
0,enjoy showers possessiveness poured ur loved ones bcoz world lies golden gift loved truly
0,headin towards busetop
0,go fool dont cheat others ok
0,yay finally lol missed cinema trip last week
0,ok thanx take care
1,free msg ringtonefrom httptms widelivecomindex wmlid1b6a5ecef91ff937819firsttrue180430jul05
1,urgent trying contact todays draw shows £800 prize guaranteed call 09050001808 land line claim m95 valid12hrs
1,dear voucher holder next meal us use following link pc enjoy dining experiencehttpwwwvouch4mecometlpdiningasp
0,went fast asleep deartake care
0,sitting mu waiting everyone get suite take shower
0,hi wlcome back wonder got eaten lion something nothing much
1,got takes take part wrc rally oz lucozade energy text rally le 61200 25p see packs lucozadecoukwrc itcould
0,ill talk others probably come early tomorrow
0,actually im waiting weeks start putting ad
0,dunno cos late reach inside already ate spageddies lor gals laughing lor
0,guess useless calling something important
0,mobile numberpls sms ur mail idconvey regards achanammarakheshqatar
0,gonna go get tacos
0,project pa come
0,hey babe sorry didnt get sooner gary come fix cause thinks knows doesnt go far ptbo says cost ltgt bucks dont know might cheaper find someone dont second hand machines right let know want babe
0,many licks take get center tootsie pop
0,pride im almost ltgt years old shouldnt takin money kid youre supposed deal stuff grownup stuffwhy dont tell
1,private 2003 account statement 07808 xxxxxx shows 800 unredeemed points call 08719899217 identifier code 41685 expires 071104
0,darling sister whens school resuming minimum wait period reapply take care
0,thanks loving rock
0,im smoking people use wylie smokes much justify ruining shit
0,alright hooked guys
0,oh love soooo good hear omg missed much today im sorry problems provider thank tming
0,hey inconvenient sis huh
0,repeat instructions wats road name ur house
0,time smile two crucial things life sometimes time makes us forget smile sometimes someones smile makes us forget time gud noon
0,hmmmy uncle informed hes paying school directly pls buy food
0,latest gs still scrounge ammo want give new ak try
0,argh fuck nobody town
0,hi roger cl
0,ok lor ned go toa payoh return smth wan send wat
0,camera quite good 101mega pixels 3optical 5digital dooms lovely holiday safe hope hav good journey happy new year see couple weeks
0,hey tmr meet bugis 930
0,ku also dont msg reply msg
0,trip ok quite tiring lor uni starts today ok cos im taking modules jus concentrating final yr project
0,beauty life next second hides thousands secrets wish every second wonderful ur life gud n8
0,one small prestige problem
0,think sent text home phone cant display texts still want send number
0,ur physics get
1,urgent trying contact last weekends draw shows £900 prize guaranteed call 09061701851 claim code k61 valid 12hours
0,back good journey let know need receipts shall tell like pendent
0,put party days week study lightly think need draw custom checkboxes know hardcore
0,know mallika sherawat yesterday find lturlgt
0,thats ok popped ask bout something said youd around tonght wen girl comes
0,ride equally uneventful many pesky cyclists around time night
0,mmmmm sooooo good wake words morning love mmmm fuck love lion devouring kiss across sea
0,fucking chickened messaged would late woould buzz didnt hear word
0,thanks bomb date phone wanted say
0,pay first lar da stock comin
0,also cbe pay
0,men like shorter ladies gaze eyes
0,happy new year hope good semester
0,hows favourite person today workin hard couldnt sleep last nite nearly rang 430
0,thought slide enough
0,fwiw reason im around time smoke gas afford around someone tells apparently happens somebody wants light
0,two letters copy cos one message speak soon
0,oh yeah clearly fault
0,hows champ leaving glasgow
0,pls give prometazine syrup 5mls ltgt mins later feed
1,new voicemail please call 08719181513
0,great getting worried know wonderful caring person like best life know wonderful gods love
0,day working dayexcept saturday sunday
0,ill drinkpa need srs model pls send mail id pa
0,fyi ride early tomorrow morning hes crashing place tonight
0,carlos taking sweet time usual let know patty donewant smoke ill tell haul ass
0,hit move
0,sure yet still trying get hold
0,nope im drivin neva develop da photos lei
0,ok good later come find lucky told go earlier later pple take finish
0,wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal
0,free call pa
0,waiting call sir
0,de looking good
0,need lar go engin cos sis arts today
1,win year supply cds store ur choice worth £500 enter £100 weekly draw txt music 87066 tscs wwwldewcomsubs161win150ppmx3
0,dont understand message
1,think ur smart win £200 week weekly quiz text play 85222 nowtcs winnersclub po box 84 m26 3uz 16 gbp150week
0,talk
0,yetunde im class run water make ok pls
0,movies laptop
0,told tell stupid hear wont tell anything dad called brother spoken
0,aight text address
0,nope ill come online
0,whatever juliana whatever want
0,partys place usf charge contribute way greatly appreciated yeah got room one
1,cds 4u congratulations ur awarded £500 cd gift vouchers £125 gift guaranteed freeentry £100 wkly draw xt music 87066 tncs wwwldewcom1win150ppmx3age16
0,yo know anyone ltgt otherwise able buy liquor guy flaked right dont get hold somebody loko night
0,hii got money da
0,meeting work tel shall work tomorrow
0,ok lor msg b4 call
0,expect whenever text hope goes well tomo
0,seems like weird timing night want come smoke day shitstorm attributed always coming making everyone smoke
0,coming funeral home
0,coffee cake guess
0,yar lor noe used dat route
0,haha hope hear receipt sound gd luck
0,going thru different feelingwavering decisions coping individualtime heal everything believe
0,problem
0,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand
0,yo way could pick something tonight
0,really crashed cuddled sofa
0,took tablets reaction morning
0,start sending blackberry torch nigeria find buyer melike 4a month tell dad buy bb anyone oh
1,urgent call 09066649731from landline complimentary ibiza holiday £10000 cash await collection sae tcs po box 434 sk3 8wp 150ppm 18
1,ur cashbalance currently 500 pounds maximize ur cashin send collect 83600 150pmsg cc 08718720201 po box 11414 tcrw1
0,come pick come immediately aft ur lesson
0,thanx birthday already
0,office around pm going hospital
0,know complain num onlybettr directly go bsnl offc nd apply
0,ok ill let noe later ask call tmr
0,gas station like block away house youll drive right since armenia ends swann take howard
0,wat makes thk ill fall actually thk im quite prone falls lucky dad home ask come fetch already
1,buy space invaders chance win orig arcade game console press games arcade std wap charge see o2coukgames terms settings purchase
0,coming back dinner rite dad ask confirm wif
0,midnight earliest
0,sir waiting mail
0,im working technical support voice processnetworking field
1,urgent mobile awarded £2000 bonus caller prize 020903 2nd attempt contact call 08718729755 box95qu
0,long quit get like minutes day
0,exact intentions
1,welcome select o2 service added benefits call specially trained advisors free mobile dialling 402
0,prabhaim sorydarealyfrm heart im sory
0,want us come
0,ok take ur time enjoy ur dinner
0,hope great new semester wish best made greatness
0,haha friend tyler literally asked could get dubsack
0,wake already thanx tau sar piah quite nice
0,ah see lingo let know wot earth finished making
0,sounds great im going sleep good night
0,literally bed like ltgt hours
0,scratching
0,want bold bb torch
0,thinking chuckin ur red green black trainners save carryin bac train
1,private 2003 account statement shows 800 unredeemed points call 08715203652 identifier code 42810 expires 29100
0,great princess thinking
1,free entry £250 weekly comp send word win 80086 18 tc wwwtxttowincouk
0,intrepid duo great time see soon
0,guessin aint gonna
0,hope great day
0,im taking derek amp taylor walmart im back time youre done leave mouse desk ill text priscillas ready
0,nah im perpetual dd
0,even brother like speak treat like aids patent
0,pls accept one day begging change number
0,hello beautiful ok ive kinda ad row wiv walked pub wanted night wiv miss
0,oh kbut big hitteranyway good
0,hows street end library walk
0,need coffee run tomocant believe time week already
0,hey happy birthday
0,lunchyou onlinewhy
0,let know changes next 6hrs even appendix age range however impossible chill let know 6hrs
0,nothing got msg frm tht unknown
0,x2 ltgt going get
0,love give massages use lots baby oil fave position
0,huh cant go ur house empty handed right
0,good day toopray meremove teeth painful maintaining stuff
0,lets make saturday monday per convenience
0,ok help ask shes working tmr
0,honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack jokes gmgngegn
0,ok need tell anything going sleep good night
0,much getting
0,aiyo poor thing dun wan eat bathe already
0,im good thinking
0,reach home safe sound liao
1,goldviking 29m inviting friend reply yes762 no762 see wwwsmsacugoldviking stop send stop frnd 62468
0,excellent spent ltgt years air force iraq afghanistan stable honest like traveling
0,perhaps much easy give account identification tomorrow uni
0,best ur driving tmr
0,good good billy mates gone jogging enjoy concert
0,need login anything
0,knw dis ltgt
1,xmas prize draws trying contact todays draw shows £2000 prize guaranteed call 09058094565 land line valid 12hrs
0,kkhow training process
0,super dagood replacement murali
0,thank
0,si think waste rr
0,especially since talk boston personal statement lol woulda changed realized said nyc says boston
1,updatenow xmas offer latest motorola sonyericsson nokia free bluetooth double mins 1000 txt orange call mobileupd8 08000839402 call2optoutf4q
0,best line said love wait till day forget day realize cannot forget gn
0,would great well guild could meet bristol road somewhere get touch weekend plans take flight good week
0,gonna death im gonna leave note says robs fault avenge
0,meet soon princess ttyl
0,im late tellmiss im way
0,dear got bus directly calicut
0,yo come carlos soon
1,want explicit sex 30 secs ring 02073162414 costs 20pmin gsex pobox 2667 wc1n 3xx
0,thanks reply today ur visa coming still buying gucci bags sister things easy uncle john also bills really need think make money later sha
1,freemsg havent replied text im randy sexy female live local luv hear netcollex ltd 08700621170150p per msg reply stop end
0,ugh dont wanna get bed warm
0,dont worry easy ingredients
0,freezing home yet remember kiss mom morning love think missing yet
0,hi msg meim office
0,picked receipt something earlier
0,sunny california weathers cool
1,natalie 20f inviting friend reply yes165 no165 see wwwsmsacunatalie2k9 stop send stop frnd 62468
0,thk dun haf hint forum already lor cos told ron darren going tell shuhui
0,sounds better evening im costume im sure time finish tomorrow txt end
0,lmao ok wont needing hair anymore
0,sthis increase chance winning
0,yep get program youre slacking
0,oh ho first time use type words
0,much eighth
0,mm entirely sure understood text hey ho weekend
0,haf msn yijuehotmailcom
0,buzz hey love think hope day goes well sleep miss babe long moment together againloving smile
0,hi yijue regarding 3230 textbook intro algorithms second edition im selling 50
0,get ready put excellent sub face
0,oh come ah
1,message free welcome new improved sex dogging club unsubscribe service reply stop msgs150p 18
0,samus shoulders yet
0,small problem auctionpunj asking tiwary
0,take ltgt min
0,going todays meeting
0,dude fakemy frnds got money thts im reffering uif member wit mail link vl credited ltgt rs il getiing ltgt rsi draw acc wen ltgt rs
0,ive got ltgt way could pick
0,neshanthtel
0,ok darlin supose ok worry muchi film stuff mate babysit call therexx
0,yeah thatd pretty much best case scenario
0,meeting tmr
0,ok going sleep hope meet
0,ya taking ure practical lessons start june
0,want inside every night
0,well must pain catch
0,hey time driving fri go evaluation fri
0,moon come color dreams stars make musical sms give warm peaceful sleep good night
0,wish
0,ya came ago
0,usually take fifteen fucking minutes respond yes question
0,whenever see still hook
0,got divorce lol shes
0,hey darlin pick college tell wen mt love pete xx
1,urgent please call 09066612661 landline complimentary lux costa del sol holiday £1000 cash await collection ppm 150 sae tcs james 28 eh74rr
0,sday joinedso training started today
0,ure welcome caught using broken english
0,actually fuck whatever find excuse tampa point january though
0,buzzzz grins buzz ass buzz chest buzz cock keep phone vibrator feel shake
0,oh got many responsibilities
0,ok every night take warm bath drink cup milk youll see work magic still need loose weight know
0,yun buying school got offer 2000 plus
0,thanx
0,possession especially first offense
0,hi wk ok hols yes bit run forgot hairdressers appointment four need get home shower beforehand cause prob
0,hey told name gautham ah
0,back brum thanks putting us keeping us happy see soon
0,olol printed forum post guy exact prob fixed gpu replacement hopefully dont ignore
0,anything specific regards jaklin idk fuck
0,happen tell truth
0,need strong arms
0,lol know hey someone great inpersonation flea forums love
1,england macedonia dont miss goalsteam news txt ur national team 87077 eg england 87077 trywales scotland 4txtú120 poboxox36504w45wq 16
0,hes apparently bffs carly quick
0,sometimes heart remembrs someone much forgets someone soon bcoz heart like everyone liked ones remembered everytime bslvyl
1,hi babe chloe smashed saturday night great weekend missing sp visionsmscom text stop stop 150ptext
0,said right giggle saw would possibly first person2die nvq think much could
0,tonight yeah id
0,pls give food preferably pap slowly loads sugar take hour give water slowly
0,didnt get hep immunisation nigeria
1,bored speed dating try speedchat txt speedchat 80155 dont like em txt swap get new chatter chat80155 pobox36504w45wq 150pmsg rcd 16
0,studies alone without anyones help cant need study
0,life spend someone lifetime may meaningless moments spent someone really love means life
0,trust even isnt
0,outside office take
1,private 2003 account statement shows 800 unredeemed points call 08719899230 identifier code 41685 expires 071104
0,cab availablethey pick drop door steps
0,gotta collect da car lei
0,text doesnt reply let know log
0,lul im gettin juicy gossip hospital two nurses talking fat gettin one thinks shes obese oyea
0,gifts trying get throw cliff something
0,finally happened aftr decades beer cheaper petrol goverment expects us drink dont drive
0,meant say cant wait see getting bored bridgwater banter
0,making dinner
0,think two still need get cash def ready
0,funny
0,collecting ur laptop going configure da settings izzit
0,slow using biolas fne
0,taste fish curry
0,yeah hopefully tyler cant could maybe ask around bit
0,er hello things didn‘t quite go plan limping slowly home followed aa exhaust hanging
1,private 2003 account statement shows 800 unredeemed points call 08715203694 identifier code 40533 expires 311004
1,mobile number £5000 claim calls us back ring claims hot line 09050005321
0,call didnt see facebook huh
0,wot student discount get books
0,sbut luck2 catches put
0,hey around ive got enough half ten owe
0,nobody names penis girls name story doesnt add
0,also knows lunch menu da know
1,important customer service announcement premier call freephone 0800 542 0578
0,clothes jewelry trips
0,want please inside outside bedroom
0,miss much im desparate recorded message left day listen hear sound voice love
0,yes princess want catch big strong hands
0,record one night
0,hey chief give bell get need talk royal visit 1st june
0,thats significant dont worry
1,received mobile content enjoy
0,ha ha cool cool chikku chikkudb
0,alright took morphine back yo
0,umma life vava umma love lot dear
0,hiya comin bristol st week april les got rudi new yrs eve snoringthey drunk bak college yet work sends ink bath
0,ready call
0,thanx lot ur help
0,thank generally date brothas
1,want cock hubbys away need real man satisfy txt wife 89938 strings action txt stop end txt rec £150ea otbox 731 la1 7ws
1,urgent mobile awarded £1500 bonus caller prize 27603 final attempt contact call 08714714011
0,ard 530 like dat lor juz meet mrt station dun haf come
0,cause im freaky lol
0,im wondering right
0,nimbomsons yep phone knows one obviously cos thats real word
1,urgent trying contact todays draw shows £800 prize guaranteed call 09050003091 land line claim c52 valid12hrs
1,want new nokia 3510i colour phone delivered tomorrow 200 free minutes mobile 100 free text free camcorder reply call 08000930705
0,wnevr wana fal luv vth books bed fals luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb
0,come room point iron plan weekend
0,think one saying clearly ok leave need ask go come
0,everywhere dirt floor windows even shirt sometimes open mouth comes flowing dream world without half chores time joy lots tv shows ill see guess like things must exist like rain hail mist time done become one
0,ha don‘t know either clever simple thing pears day perfect christmas
0,need come home give good lovin
0,yeah get unlimited
0,hi juan im coming home fri hey course expect welcome party lots presents ill phone get back loads love nicky
0,sef dey laugh meanwhile hows darling anjie
0,wot wed nite til
1,xmas iscoming ur awarded either £500 cd gift vouchers free entry £100 weekly draw txt music 87066 tnc wwwldewcom1win150ppmx3age16subscription
1,urgent trying contact todays draw shows £800 prize guaranteed call 09050003091 land line claim c52 valid 12hrs
0,howz painhope fine
0,sent ur email id soon
0,thanks yesterday sir wonderful hope enjoyed burial mojibiola
0,challenge know
0,okay wait ah
0,update face book status frequently
0,great trip india bring light everyone project everyone lucky see smile bye abiola
0,velly good yes please
0,hey mate hows honeydid ave good holiday gimmi de gossx
0,please da call mistake side sorry da pls da goto doctor
0,liked new mobile
0,madamregret disturbancemight receive reference check dlf premaricakindly informedrgdsrakheshkerala
0,dare ask luck sorting car
0,awesome gonna soon later tonight
0,nah cant help ive never iphone
1,spjanuary male sale hot gay chat cheaper call 08709222922 national rate 15pmin cheap 78pmin peak stop texts call 08712460324 10pmin
0,mm way railway
0,thats ebay might less elsewhere
0,wat time finish
0,remember hurt days satanic imposter meneed pay priceso itmay destiny keep going said pray get mind get
0,tot reach liao said tshirt
0,send someone else
0,right wasnt phoned someone number like
0,easy mate guess quick drink bit ambitious
0,youdoing later sar xxx
0,ok noe ure busy im really bored msg oso dunno wat colour choose one
0,think da wil
0,need person give na
0,laugh really loud talk spontaneously dont care others feel probably dear amp best friends goodevening dear
0,depends would like treated
0,trying figure im suppose see couple different people week said wed get together didnt set dates
0,pa lunch aha
0,think girl propose today seing ur bloody funky shit fucking faceasssssholeeee
0,babe feel lets 4get itboth try cheer upnot fit soo muchxxlove locaxx
1,freemsg 1month unlimited free calls activate smartcall txt call 68866 subscriptn3gbpwk unlimited calls help 08448714184 stoptxt stop landlineonly
0,thk wat eat tonight
0,old orchard near univ
0,great send account number
0,yet chikkuk wat abt tht guy stopped irritating msging
0,probably ltgt
0,lol forgot eh yes ill bring babe
0,dun wear jeans lor
0,like peoples much shy pa
1,u’ve bin awarded £50 play instant cash call 08715203028 claim every 9th player wins min £50£500 optout 08718727870
0,happened interview
0,vl bcum difficult
0,hellogorgeous hows fone charge lst nitw wen texd hopeu ad nice wkend im sure lookin 4ward cin 2mrw luv jaz
0,see finish loads loans pay
0,whole car appreciated last two dad map reading semi argument apart things going ok
0,one days billion classes right
1,sms services inclusive text credits pls gotto wwwcomuknet login 3qxj9 unsubscribe stop extra charge help 08702840625 comuk220cm2 9ae
0,ya ok dinner
0,ohas usual vijay film different
0,lol great im getting hungry
0,performance award calculated every two monthnot current one month period
0,sorry earlier putting firesare around talk actually life lol
0,esplanade mind giving lift cos got car today
0,haf found feel stupid da cam working
0,lovely night xxx
1,unique user id 1172 removal send stop 87239 customer services 08708034412
0,part dont initiate dont understand
0,got looks scrumptious daddy wants eat night long
0,im happy babe woo hoo party dude
1,dorothykiefercom bank granite issues strongbuy explosive pick members 300 nasdaq symbol cdgt 500 per
1,latest news police station toilet stolen cops nothing go
0,cant keep talking people sure pay agree price pls tell want really buy much willing pay
0,world famamus
0,wil ltgt minutes got space
0,thought could go dinner ill treat seem ok
0,tiwary rcbbattle bang kochi
0,timing go lor
0,pick rayan macleran
0,ask darren go pick lor oso sian tmr haf meet lect
0,like
0,ok would lovely sure think wot want drinkin dancin eatin cinema wot
0,stupid auto correct phone
1,win £100 music gift vouchers every week starting txt word draw 87066 tscs wwwldewcom skillgame1winaweek age16150ppermesssubscription
0,im going buy mums present ar
0,remain unconvinced isnt elaborate test willpower
0,joys father john john joys father ans ths hav ltgt iq tis ias question try answer
0,ron say fri leh said ding tai feng cant make reservations said wait lor
0,lol dont know awesome phone could click delete right want
1,hey boys want hot xxx pics sent direct ur phone txt porn 69855 24hrs free 50p per day stop text stopbcm sf wc1n3xx
0,alright babe justthought id sayhey doinnearly endof wk offdam nevamindwe 2hook sn uwant m8 lovejen
0,sweet may may go 4u meet carlos gauge pattys interest
0,beautiful girl ive ever seen baby come common room
0,cant see join denis mina denis want alone time
0,kkapo kgood movie
0,i‘ll look frying pan case it‘s cheap book perhaps that‘s silly frying pan isn‘t likely book
0,alrite hunnywot 2nite didnt end goin town jus da pub instead jus chillin da mo bedroomlove jen xxx
0,er mw im filled tuth aight
0,hey sat going intro pilates kickboxing
0,great shoot big loads get ready
0,watching tv got new job
0,absolutely love south park recently started watching office
0,pocked
0,fine thats way feel thats way gota
0,ok enjoy ur shows
0,havent seen facebook huh lol
0,yeah dont go bed ill back midnight
0,yeah probably
0,please tell special stock talking
0,normal
0,im done im sorry hope next space gives everything want remember furniture im around move lock locks leave key jenne
0,oh thkin goin yogasana 10 den nd go den rush parco nb okie lor call ready
0,izzit still raining
0,hi frnd best way avoid missunderstding wit beloved ones
0,anyways go gym whatever love smiles hope ok good day babe miss much already
0,dont fret ill buy ovulation test strips send wont get til like march send postal addressull alrightokay
0,dearme cherthalain case coming cochin pls call bfore starti shall also reach accordinglyor tell day comingtmorow engaged ans holiday
0,couldnt say dying man feel sad go wanted know would probably gone late night
0,im workin get job
0,also tell said happy birthday
1,congrats mobile 3g videophones call 09061744553 videochat wid ur mates play java games dload polyh music noline rentl bx420 ip4 5we 150pm
1,current leading bid 151 pause auction send customer care 08718726270
0,time month mid time
0,oh mr sheffield wanna play game okay youre boss im nanny give raise ill give one
0,buy one egg daplease
0,actually first time went bed long spoke woke night
0,huh also cannot many mistakes
0,creep
0,hey sathya till dint meet even single time saw situation sathya
0,buy
0,definitely need module humanities dis sem izzit wan take modules 1st
0,please tell car keys purse
0,goodmorningmy grandfather expiredso leave today
0,want go perumbavoor
0,text get dont call phones problems
0,checking really miss seeing jeremiah great month
0,da car park
0,gentle princess make sweet gentle love
1,please call 08712402578 immediately urgent message waiting
1,free2day sexy st georges day pic jordantxt pic 89080 dont miss every wk saucy celeb4 pics pocketbabecouk 0870241182716 £3wk
0,take didnt phone callon friday assume wont year
0,objection bf coming
0,change windows logoff sound
0,cool text head
0,rose needs water season needs change poet needs imaginationmy phone needs ur sms need ur lovely frndship forever
0,wereare free give otherwise nalla adi entey nattil kittum
0,way rencontre meet mountains dont
0,cha quiteamuzing thatscool babeprobpop cu satthen hunny 4brekkie love jen xxx psxtra lrg portions please
1,wow boys back take 2007 uk tour win vip tickets prebook vip club txt club 81303 trackmarque ltd infovipclub4u
1,valentines day special win £1000 quiz take partner trip lifetime send go 83600 150pmsg rcvd custcare08718720201
0,pls send comprehensive mail im paying much
1,want 750 anytime network mins 150 text new video phone five pounds per week call 08002888812 reply delivery tomorrow
0,haha figures well found piece priscillas bowl
0,sleeping going take haha got spys wat online checking replying mails lor
0,hi darlin im way london smashed another driver big dent im really missing xxx
0,hi theyre keen go kind feel shouldnt go tomo dont mind
0,hello wats talks email address
0,s8 min go lunch
0,konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dreams
0,mostly sports typelyk footblcrckt
0,hmm bits pieces lol sighs
0,okey doke im home dressed cos laying around ill speak later bout times stuff
0,youre sure im trying make xavier smoke dont want smoke told smoke much
0,got ltgt
1,moby pub quizwin £100 high street prize know new duchess cornwall txt first name 82277unsub stop £150 008704050406 sp arrow
0,attend ur driving lesson many times wk day
0,haha better late ever way could swing
0,lol trying make day little interesting
0,yet hadya sapna aunty manege yday hogidhechinnu full weak swalpa black agidhane
0,oh oh den muz change plan liao go back yan jiu
0,yo theres class tmrw right
0,thats haf combine lor
